0.37079,0.39888,0.3764,0.45506,0.41011,0.39888,0.4382,0.44944,0.38764,0.39888
0.20787,0.29213,0.25281,0.31461,0.2809,0.31461,0.31461,0.30899,0.24719,0.31461
0.14607,0.20225,0.16854,0.20787,0.21348,0.24157,0.19663,0.23596,0.18539,0.23034
0.073034,0.14607,0.1236,0.16292,0.17416,0.20787,0.19101,0.20787,0.17978,0.17978
0.061798,0.1236,0.10674,0.13483,0.12921,0.1573,0.15169,0.1573,0.16292,0.14045
0.039326,0.11798,0.10112,0.11798,0.095506,0.1573,0.1236,0.1236,0.13483,0.11236
0.050562,0.078652,0.10112,0.10112,0.078652,0.15169,0.078652,0.095506,0.08427,0.073034
0.044944,0.073034,0.089888,0.078652,0.061798,0.1236,0.067416,0.078652,0.067416,0.050562
0.044944,0.05618,0.08427,0.073034,0.044944,0.078652,0.061798,0.067416,0.073034,0.08427
0.044944,0.044944,0.073034,0.08427,0.061798,0.061798,0.050562,0.067416,0.05618,0.067416
0.039326,0.033708,0.08427,0.08427,0.067416,0.05618,0.050562,0.078652,0.039326,0.067416
0.044944,0.039326,0.061798,0.067416,0.061798,0.061798,0.044944,0.067416,0.039326,0.050562
0.044944,0.033708,0.05618,0.067416,0.044944,0.061798,0.033708,0.050562,0.033708,0.044944
0.044944,0.044944,0.044944,0.05618,0.039326,0.067416,0.02809,0.044944,0.033708,0.033708
0.039326,0.033708,0.044944,0.05618,0.044944,0.044944,0.033708,0.044944,0.02809,0.033708
0.039326,0.033708,0.022472,0.044944,0.044944,0.044944,0.039326,0.050562,0.022472,0.02809
0.044944,0.02809,0.02809,0.044944,0.044944,0.044944,0.033708,0.050562,0.02809,0.033708
0.039326,0.02809,0.02809,0.039326,0.044944,0.033708,0.033708,0.05618,0.02809,0.039326
0.033708,0.02809,0.022472,0.039326,0.05618,0.033708,0.02809,0.033708,0.033708,0.02809
0.039326,0.033708,0.022472,0.039326,0.050562,0.02809,0.033708,0.033708,0.039326,0.02809
0.039326,0.033708,0.044944,0.033708,0.033708,0.02809,0.022472,0.039326,0.022472,0.022472
0.039326,0.033708,0.033708,0.022472,0.044944,0.02809,0.02809,0.022472,0.011236,0.022472
0.039326,0.022472,0.033708,0.033708,0.044944,0.02809,0.02809,0.02809,0.016854,0.022472
0.033708,0.02809,0.033708,0.02809,0.039326,0.033708,0.022472,0.033708,0.011236,0.022472
0.02809,0.022472,0.033708,0.022472,0.033708,0.033708,0.016854,0.050562,0.011236,0.022472
0.022472,0.011236,0.033708,0.02809,0.033708,0.033708,0.022472,0.050562,0.011236,0.022472
0.022472,0.011236,0.033708,0.02809,0.033708,0.02809,0.022472,0.044944,0.011236,0.022472
0.02809,0.011236,0.033708,0.022472,0.02809,0.033708,0.022472,0.044944,0.016854,0.022472
0.02809,0.011236,0.033708,0.022472,0.02809,0.039326,0.016854,0.050562,0.016854,0.02809
