0.36667,0.37407,0.35926,0.36296,0.41481,0.43704,0.4037,0.34815,0.37407,0.35185
0.32593,0.30741,0.33704,0.33333,0.35185,0.35556,0.33704,0.34444,0.32222,0.31111
0.32963,0.29259,0.3037,0.30741,0.3037,0.32222,0.29259,0.31111,0.3,0.2963
0.31481,0.25185,0.3037,0.28148,0.32593,0.27778,0.25926,0.27407,0.2963,0.28148
0.29259,0.23704,0.25185,0.27037,0.31111,0.24444,0.24815,0.27778,0.28519,0.29259
0.27407,0.24074,0.26296,0.24815,0.25926,0.24444,0.24815,0.25926,0.25556,0.27407
0.27778,0.24444,0.25185,0.24815,0.25926,0.25185,0.22963,0.22963,0.24815,0.25926
0.26296,0.23333,0.22963,0.22222,0.24074,0.23704,0.23704,0.23333,0.21852,0.24074
0.23704,0.22593,0.20741,0.22222,0.25185,0.22963,0.22222,0.24074,0.2,0.22593
0.22593,0.22963,0.21111,0.21852,0.21852,0.21481,0.21111,0.22593,0.19259,0.2037
0.24074,0.22593,0.21111,0.1963,0.21852,0.2037,0.21852,0.21852,0.1963,0.19259
0.22593,0.22593,0.2037,0.17778,0.22593,0.2,0.21111,0.23333,0.1963,0.19259
0.21111,0.2,0.20741,0.18148,0.22222,0.2,0.21481,0.22593,0.2,0.19259
0.21111,0.1963,0.21111,0.1963,0.22222,0.2,0.21481,0.24444,0.2,0.19259
0.2,0.19259,0.21852,0.20741,0.22222,0.2037,0.21481,0.23333,0.18148,0.2
0.2,0.19259,0.21852,0.2037,0.21852,0.18519,0.21852,0.23333,0.2,0.18889
0.2,0.18519,0.21481,0.1963,0.22222,0.1963,0.21481,0.24074,0.2,0.19259
0.21111,0.19259,0.20741,0.1963,0.21852,0.2,0.21481,0.23333,0.1963,0.18148
0.21111,0.19259,0.2,0.18519,0.21111,0.1963,0.21481,0.21852,0.1963,0.18889
0.21852,0.1963,0.19259,0.19259,0.2,0.2037,0.20741,0.22593,0.18889,0.19259
0.20741,0.18519,0.18889,0.19259,0.2,0.21111,0.2037,0.22593,0.19259,0.19259
0.2037,0.18148,0.19259,0.2037,0.18519,0.2037,0.2,0.23333,0.19259,0.19259
0.2,0.17407,0.19259,0.2,0.18519,0.2037,0.19259,0.23704,0.1963,0.18519
0.1963,0.17778,0.19259,0.1963,0.18519,0.1963,0.18889,0.23704,0.1963,0.19259
0.2037,0.17778,0.19259,0.2,0.1963,0.2,0.17778,0.23333,0.1963,0.18889
0.2,0.18148,0.2037,0.20741,0.19259,0.1963,0.17407,0.22963,0.19259,0.2
0.2,0.18519,0.1963,0.2,0.18889,0.1963,0.15556,0.22222,0.2,0.2037
0.1963,0.18889,0.2,0.18889,0.19259,0.1963,0.15185,0.24074,0.20741,0.2037
0.19259,0.18519,0.1963,0.17778,0.18889,0.19259,0.15556,0.23333,0.21111,0.2
0.19259,0.18519,0.2,0.18148,0.18148,0.2,0.17037,0.24074,0.20741,0.1963
0.18889,0.18889,0.20741,0.17778,0.18148,0.19259,0.17407,0.23704,0.2037,0.19259
0.18519,0.18889,0.21111,0.18148,0.18148,0.19259,0.17407,0.23333,0.2037,0.18519
0.17778,0.18148,0.21481,0.17778,0.17778,0.2,0.17407,0.23333,0.20741,0.17778
0.18519,0.18519,0.21111,0.18148,0.17407,0.2,0.17778,0.21852,0.2037,0.18148
0.17778,0.18148,0.2037,0.17778,0.17778,0.19259,0.18148,0.21852,0.1963,0.18889
0.18148,0.18519,0.21111,0.17407,0.17778,0.19259,0.16667,0.21111,0.1963,0.18889
0.18148,0.18519,0.21481,0.18148,0.17037,0.18148,0.17778,0.20741,0.2037,0.18148
0.18519,0.18148,0.21481,0.18519,0.16667,0.18148,0.17778,0.21111,0.2,0.18889
0.18519,0.18148,0.22222,0.18519,0.16667,0.18148,0.16667,0.20741,0.2,0.18519
0.19259,0.18519,0.22222,0.17407,0.17037,0.18519,0.16667,0.2037,0.2,0.18889
0.1963,0.18519,0.21852,0.17778,0.17407,0.19259,0.15926,0.2037,0.20741,0.19259
0.1963,0.18519,0.21111,0.17407,0.16667,0.18519,0.15926,0.21111,0.2037,0.1963
0.19259,0.18519,0.21852,0.17778,0.17037,0.18889,0.15556,0.21111,0.19259,0.19259
0.2,0.19259,0.21481,0.17778,0.16667,0.18148,0.15926,0.20741,0.19259,0.18148
0.2,0.18519,0.21111,0.17037,0.16667,0.18148,0.16296,0.1963,0.19259,0.18889
0.20741,0.18519,0.20741,0.16667,0.16667,0.17778,0.17037,0.2,0.19259,0.18889
0.19259,0.18519,0.2,0.16296,0.17407,0.17778,0.16296,0.2,0.1963,0.18519
0.18519,0.17778,0.1963,0.16296,0.17407,0.16667,0.15926,0.1963,0.1963,0.18889
0.18889,0.18148,0.18889,0.16296,0.17407,0.16667,0.16296,0.1963,0.18889,0.19259
0.18519,0.17778,0.1963,0.16296,0.18519,0.17037,0.15556,0.20741,0.18148,0.19259
0.19259,0.17778,0.1963,0.16296,0.18519,0.17037,0.15926,0.2,0.18889,0.18889
0.18519,0.18519,0.2037,0.15926,0.18148,0.18148,0.15556,0.2,0.1963,0.18889
0.18148,0.18148,0.2037,0.17037,0.17407,0.18519,0.16296,0.2,0.19259,0.19259
0.18148,0.19259,0.2037,0.17037,0.17407,0.17778,0.15185,0.2,0.19259,0.2
0.18519,0.18889,0.2037,0.17037,0.16667,0.17037,0.15926,0.1963,0.18889,0.1963
0.18148,0.18519,0.1963,0.17037,0.16296,0.17037,0.15556,0.1963,0.18889,0.1963
0.18519,0.17778,0.19259,0.17037,0.17037,0.17037,0.15185,0.1963,0.1963,0.2
0.18148,0.17778,0.19259,0.17037,0.17037,0.17037,0.15556,0.1963,0.18889,0.2
0.17407,0.17778,0.18889,0.17407,0.16667,0.15556,0.15926,0.1963,0.18889,0.19259
0.17778,0.17407,0.19259,0.17037,0.17037,0.16667,0.16296,0.19259,0.2,0.18889
0.17407,0.17778,0.18519,0.17407,0.18148,0.15185,0.16667,0.1963,0.18519,0.18889
